full_text,cleansing,case_folding,tokenize,Filtering/stopword removal,stemming_data
@03__nakula Sekarang aja udah penuh sesak orang jalan,nakula Sekarang aja udah penuh sesak orang jalan,nakula sekarang aja udah penuh sesak orang jalan,"['nakula', 'sekarang', 'aja', 'udah', 'penuh', 'sesak', 'orang', 'jalan']","['nakula', 'aja', 'udah', 'penuh', 'sesak', 'orang', 'jalan']",nakula aja udah penuh sesak orang jalan
Betul_ sangat setuju pak presiden Spt KM 50 sangat tdk bisa diterima akal dan agama ( islam )... Trump masih hidup ya...?,Betul sangat setuju pak presiden Spt KM  sangat tdk bisa diterima akal dan agama  islam  Trump masih hidup ya,betul sangat setuju pak presiden spt km  sangat tdk bisa diterima akal dan agama  islam  trump masih hidup ya,"['betul', 'sangat', 'setuju', 'pak', 'presiden', 'spt', 'km', 'sangat', 'tdk', 'bisa', 'diterima', 'akal', 'dan', 'agama', 'islam', 'trump', 'masih', 'hidup', 'ya']","['setuju', 'presiden', 'spt', 'km', 'tdk', 'diterima', 'akal', 'agama', 'islam', 'trump', 'hidup', 'ya']",tuju presiden spt km tdk terima akal agama islam trump hidup ya
KM 50 CCTV-nya rusak. Bripda J CCTV-nya rusak. Afif CCTV-nya rusak. Vina CCTV-nya rusak. Barangkali kita bisa buka jasa service CCTV khusus polisi. #RajaKodokOgahPensiun #RajaKodokOgahPensiun https://t.co/PRVFdi4vSG,KM  CCTVnya rusak Bripda J CCTVnya rusak Afif CCTVnya rusak Vina CCTVnya rusak Barangkali kita bisa buka jasa service CCTV khusus polisi RajaKodokOgahPensiun RajaKodokOgahPensiun ,km  cctvnya rusak bripda j cctvnya rusak afif cctvnya rusak vina cctvnya rusak barangkali kita bisa buka jasa service cctv khusus polisi rajakodokogahpensiun rajakodokogahpensiun ,"['km', 'cctvnya', 'rusak', 'bripda', 'j', 'cctvnya', 'rusak', 'afif', 'cctvnya', 'rusak', 'vina', 'cctvnya', 'rusak', 'barangkali', 'kita', 'bisa', 'buka', 'jasa', 'service', 'cctv', 'khusus', 'polisi', 'rajakodokogahpensiun', 'rajakodokogahpensiun']","['km', 'cctvnya', 'rusak', 'bripda', 'j', 'cctvnya', 'rusak', 'afif', 'cctvnya', 'rusak', 'vina', 'cctvnya', 'rusak', 'barangkali', 'buka', 'jasa', 'service', 'cctv', 'khusus', 'polisi', 'rajakodokogahpensiun', 'rajakodokogahpensiun']",km cctvnya rusak bripda j cctvnya rusak afif cctvnya rusak vina cctvnya rusak barangkali buka jasa service cctv khusus polisi rajakodokogahpensiun rajakodokogahpensiun
 Gubug Distro Pengasih Jl. Pengasih-Sermo Km 1 Pengasih Kulon Progo @gubugdistro Gubug Distro Wates Jl. Sutijab No 48-50 Wonosidi Lor Wates Kulon Progo @gubugdistrowates Gubug Distro Lendah Jl. Brosot - Nagung Jatirejo Lendah Kulon Progo @gubugdistrolendah https://t.co/ROR6AS5TIB, Gubug Distro Pengasih Jl PengasihSermo Km  Pengasih Kulon Progo gubugdistro Gubug Distro Wates Jl Sutijab No  Wonosidi Lor Wates Kulon Progo gubugdistrowates Gubug Distro Lendah Jl Brosot  Nagung Jatirejo Lendah Kulon Progo gubugdistrolendah , gubug distro pengasih jl pengasihsermo km  pengasih kulon progo gubugdistro gubug distro wates jl sutijab no  wonosidi lor wates kulon progo gubugdistrowates gubug distro lendah jl brosot  nagung jatirejo lendah kulon progo gubugdistrolendah ,"['gubug', 'distro', 'pengasih', 'jl', 'pengasihsermo', 'km', 'pengasih', 'kulon', 'progo', 'gubugdistro', 'gubug', 'distro', 'wates', 'jl', 'sutijab', 'no', 'wonosidi', 'lor', 'wates', 'kulon', 'progo', 'gubugdistrowates', 'gubug', 'distro', 'lendah', 'jl', 'brosot', 'nagung', 'jatirejo', 'lendah', 'kulon', 'progo', 'gubugdistrolendah']","['gubug', 'distro', 'pengasih', 'jl', 'pengasihsermo', 'km', 'pengasih', 'kulon', 'progo', 'gubugdistro', 'gubug', 'distro', 'wates', 'jl', 'sutijab', 'no', 'wonosidi', 'lor', 'wates', 'kulon', 'progo', 'gubugdistrowates', 'gubug', 'distro', 'lendah', 'jl', 'brosot', 'nagung', 'jatirejo', 'lendah', 'kulon', 'progo', 'gubugdistrolendah']",gubug distro asih jl pengasihsermo km asih kulon progo gubugdistro gubug distro wates jl sutijab no wonosidi lor wates kulon progo gubugdistrowates gubug distro lendah jl brosot nagung jatirejo lendah kulon progo gubugdistrolendah
@tanyarlfes Masih di bawah 50 KM untuk PP lebih baik PP apalagi ada transum,tanyarlfes Masih di bawah  KM untuk PP lebih baik PP apalagi ada transum,tanyarlfes masih di bawah  km untuk pp lebih baik pp apalagi ada transum,"['tanyarlfes', 'masih', 'di', 'bawah', 'km', 'untuk', 'pp', 'lebih', 'baik', 'pp', 'apalagi', 'ada', 'transum']","['tanyarlfes', 'km', 'pp', 'pp', 'transum']",tanyarlfes km pp pp transum
4/4. Makutano ya Mlele (km 50) Vikonge - Luhafwe (km 25) Luhafwe - Mishamo (km 37) na Kagwira - Karema (km 110) kwa kiwango cha lami. https://t.co/NSc7J1lOHc, Makutano ya Mlele km  Vikonge  Luhafwe km  Luhafwe  Mishamo km  na Kagwira  Karema km  kwa kiwango cha lami , makutano ya mlele km  vikonge  luhafwe km  luhafwe  mishamo km  na kagwira  karema km  kwa kiwango cha lami ,"['makutano', 'ya', 'mlele', 'km', 'vikonge', 'luhafwe', 'km', 'luhafwe', 'mishamo', 'km', 'na', 'kagwira', 'karema', 'km', 'kwa', 'kiwango', 'cha', 'lami']","['makutano', 'ya', 'mlele', 'km', 'vikonge', 'luhafwe', 'km', 'luhafwe', 'mishamo', 'km', 'na', 'kagwira', 'karema', 'km', 'kwa', 'kiwango', 'cha', 'lami']",makutano ya mlele km vikonge luhafwe km luhafwe mishamo km na kagwira karema km kwa kiwango cha lam
@iamcleopatricia kuna siku mtot wake atauona huu ushenzi mtandao hausahau hata km baada ya miaka 50,iamcleopatricia kuna siku mtot wake atauona huu ushenzi mtandao hausahau hata km baada ya miaka ,iamcleopatricia kuna siku mtot wake atauona huu ushenzi mtandao hausahau hata km baada ya miaka ,"['iamcleopatricia', 'kuna', 'siku', 'mtot', 'wake', 'atauona', 'huu', 'ushenzi', 'mtandao', 'hausahau', 'hata', 'km', 'baada', 'ya', 'miaka']","['iamcleopatricia', 'kuna', 'siku', 'mtot', 'wake', 'atauona', 'huu', 'ushenzi', 'mtandao', 'hausahau', 'hata', 'km', 'baada', 'ya', 'miaka']",iamcleopatricia kuna siku mtot wake atauona huu ushenzi mtandao hausahau hata km baada ya miaka
Info Gempa Mag:3.5 14-Jul-24 16:50:49 WITA Lok:0.34 LU 120.68 BT (30 km BaratDaya PARIGIMOUTONG-SULTENG) Kedlmn:72 Km ::BMKG https://t.co/Wpch8Kau3f,Info Gempa Mag Jul  WITA Lok LU  BT  km BaratDaya PARIGIMOUTONGSULTENG Kedlmn Km BMKG ,info gempa mag jul  wita lok lu  bt  km baratdaya parigimoutongsulteng kedlmn km bmkg ,"['info', 'gempa', 'mag', 'jul', 'wita', 'lok', 'lu', 'bt', 'km', 'baratdaya', 'parigimoutongsulteng', 'kedlmn', 'km', 'bmkg']","['info', 'gempa', 'mag', 'jul', 'wita', 'lok', 'lu', 'bt', 'km', 'baratdaya', 'parigimoutongsulteng', 'kedlmn', 'km', 'bmkg']",info gempa mag jul wita lok lu bt km baratdaya parigimoutongsulteng kedlmn km bmkg
#Gempa Mag:3.4 14-Jul-2024 15:50:49WIB Lok:0.40LU 120.61BT (29 km BaratDaya PARIGIMOUTONG-SULTENG) Kedlmn:63 Km #BMKG Disclaimer:Informasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/X5CMVU3QUK,Gempa Mag Jul WIB LokLU BT  km BaratDaya PARIGIMOUTONGSULTENG Kedlmn Km BMKG DisclaimerInformasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data ,gempa mag jul wib loklu bt  km baratdaya parigimoutongsulteng kedlmn km bmkg disclaimerinformasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data ,"['gempa', 'mag', 'jul', 'wib', 'loklu', 'bt', 'km', 'baratdaya', 'parigimoutongsulteng', 'kedlmn', 'km', 'bmkg', 'disclaimerinformasi', 'ini', 'mengutamakan', 'kecepatan', 'sehingga', 'hasil', 'pengolahan', 'data', 'belum', 'stabil', 'dan', 'bisa', 'berubah', 'seiring', 'kelengkapan', 'data']","['gempa', 'mag', 'jul', 'wib', 'loklu', 'bt', 'km', 'baratdaya', 'parigimoutongsulteng', 'kedlmn', 'km', 'bmkg', 'disclaimerinformasi', 'mengutamakan', 'kecepatan', 'hasil', 'pengolahan', 'data', 'stabil', 'berubah', 'seiring', 'kelengkapan', 'data']",gempa mag jul wib loklu bt km baratdaya parigimoutongsulteng kedlmn km bmkg disclaimerinformasi utama cepat hasil olah data stabil ubah iring lengkap data
@vanc1Bozz Nah nah nah Kuwalat KM 50? #RajaKodokOgahPensiun #RajaKodokOgahPensiun,vancBozz Nah nah nah Kuwalat KM  RajaKodokOgahPensiun RajaKodokOgahPensiun,vancbozz nah nah nah kuwalat km  rajakodokogahpensiun rajakodokogahpensiun,"['vancbozz', 'nah', 'nah', 'nah', 'kuwalat', 'km', 'rajakodokogahpensiun', 'rajakodokogahpensiun']","['vancbozz', 'kuwalat', 'km', 'rajakodokogahpensiun', 'rajakodokogahpensiun']",vancbozz walat km rajakodokogahpensiun rajakodokogahpensiun
@Kawulo79 @tvOneNews Semoga nanti kanjuruhan akan di tinjau kembali setelah rezim berganti bersa km 50,Kawulo tvOneNews Semoga nanti kanjuruhan akan di tinjau kembali setelah rezim berganti bersa km ,kawulo tvonenews semoga nanti kanjuruhan akan di tinjau kembali setelah rezim berganti bersa km ,"['kawulo', 'tvonenews', 'semoga', 'nanti', 'kanjuruhan', 'akan', 'di', 'tinjau', 'kembali', 'setelah', 'rezim', 'berganti', 'bersa', 'km']","['kawulo', 'tvonenews', 'semoga', 'kanjuruhan', 'tinjau', 'rezim', 'berganti', 'bersa', 'km']",kawulo tvonenews moga kanjuruhan tinjau rezim ganti bersa km
@pengencokelat aku jg 50 menitan km daerah mana,pengencokelat aku jg  menitan km daerah mana,pengencokelat aku jg  menitan km daerah mana,"['pengencokelat', 'aku', 'jg', 'menitan', 'km', 'daerah', 'mana']","['pengencokelat', 'jg', 'menitan', 'km', 'daerah']",pengencokelat jg menit km daerah
Pernyataan presiden atas tragedi #KM50 indonesia Negera hukum (Penguasa) https://t.co/AEt8HrXBGB,Pernyataan presiden atas tragedi KM indonesia Negera hukum Penguasa ,pernyataan presiden atas tragedi km indonesia negera hukum penguasa ,"['pernyataan', 'presiden', 'atas', 'tragedi', 'km', 'indonesia', 'negera', 'hukum', 'penguasa']","['pernyataan', 'presiden', 'tragedi', 'km', 'indonesia', 'negera', 'hukum', 'penguasa']",nyata presiden tragedi km indonesia negera hukum kuasa
@Dandhy_Laksono 3. ....Rest area KM 50 jg dibongkar,DandhyLaksono  Rest area KM  jg dibongkar,dandhylaksono  rest area km  jg dibongkar,"['dandhylaksono', 'rest', 'area', 'km', 'jg', 'dibongkar']","['dandhylaksono', 'rest', 'area', 'km', 'jg', 'dibongkar']",dandhylaksono rest area km jg bongkar
My Dad: Km itu harusnya banyak olahraga jgn numpuk lemak! . Also my dad: (ke kantor xxx yang jaraknya cm 50 meter dari rumah deseu naik mobil ).,My Dad Km itu harusnya banyak olahraga jgn numpuk lemak  Also my dad ke kantor xxx yang jaraknya cm  meter dari rumah deseu naik mobil ,my dad km itu harusnya banyak olahraga jgn numpuk lemak  also my dad ke kantor xxx yang jaraknya cm  meter dari rumah deseu naik mobil ,"['my', 'dad', 'km', 'itu', 'harusnya', 'banyak', 'olahraga', 'jgn', 'numpuk', 'lemak', 'also', 'my', 'dad', 'ke', 'kantor', 'xxx', 'yang', 'jaraknya', 'cm', 'meter', 'dari', 'rumah', 'deseu', 'naik', 'mobil']","['my', 'dad', 'km', 'olahraga', 'jgn', 'numpuk', 'lemak', 'also', 'my', 'dad', 'kantor', 'xxx', 'jaraknya', 'cm', 'meter', 'rumah', 'deseu', 'mobil']",my dad km olahraga jgn numpuk lemak also my dad kantor xxx jarak cm meter rumah deseu mobil
@toe_giman Mubahalah terus menyasar dan mengungkap kebobrokan anggota institusi ini selama institusi ini tdk menyelesaikan dgn tuntas Km. 50 para pembantai masih bebas berlenggang maka institusi ini akan terus terkena mubahalah,toegiman Mubahalah terus menyasar dan mengungkap kebobrokan anggota institusi ini selama institusi ini tdk menyelesaikan dgn tuntas Km  para pembantai masih bebas berlenggang maka institusi ini akan terus terkena mubahalah,toegiman mubahalah terus menyasar dan mengungkap kebobrokan anggota institusi ini selama institusi ini tdk menyelesaikan dgn tuntas km  para pembantai masih bebas berlenggang maka institusi ini akan terus terkena mubahalah,"['toegiman', 'mubahalah', 'terus', 'menyasar', 'dan', 'mengungkap', 'kebobrokan', 'anggota', 'institusi', 'ini', 'selama', 'institusi', 'ini', 'tdk', 'menyelesaikan', 'dgn', 'tuntas', 'km', 'para', 'pembantai', 'masih', 'bebas', 'berlenggang', 'maka', 'institusi', 'ini', 'akan', 'terus', 'terkena', 'mubahalah']","['toegiman', 'mubahalah', 'menyasar', 'mengungkap', 'kebobrokan', 'anggota', 'institusi', 'institusi', 'tdk', 'menyelesaikan', 'dgn', 'tuntas', 'km', 'pembantai', 'bebas', 'berlenggang', 'institusi', 'terkena', 'mubahalah']",toegiman mubahalah sasar ungkap bobrok anggota institusi institusi tdk selesai dgn tuntas km bantai bebas lenggang institusi kena mubahalah
Tahniah Norlela Ismail tempat ke-2 Women Veteren dan keseluruhan wanita tempat ke-3 dalam Cameron Ultra 100 km dengan masa 23:50:39. #twtmarathon #cameronultra https://t.co/cadd5QxrhE,Tahniah Norlela Ismail tempat ke Women Veteren dan keseluruhan wanita tempat ke dalam Cameron Ultra  km dengan masa  twtmarathon cameronultra ,tahniah norlela ismail tempat ke women veteren dan keseluruhan wanita tempat ke dalam cameron ultra  km dengan masa  twtmarathon cameronultra ,"['tahniah', 'norlela', 'ismail', 'tempat', 'ke', 'women', 'veteren', 'dan', 'keseluruhan', 'wanita', 'tempat', 'ke', 'dalam', 'cameron', 'ultra', 'km', 'dengan', 'masa', 'twtmarathon', 'cameronultra']","['tahniah', 'norlela', 'ismail', 'women', 'veteren', 'wanita', 'cameron', 'ultra', 'km', 'twtmarathon', 'cameronultra']",tahniah norlela ismail women veteren wanita cameron ultra km twtmarathon cameronultra
@Gojekmilitan Benang Merah KM50 Syeh Jabir ditusuk Abu janda Staquf Maia sowan ke Jerusalem Kuntadi hina harkat Nyai Lirboyo Paling NKRI al-Zaitun shidiqiyah Kol. (hC) Corbuzier lebih suka masuk Islam lewat Miftah BRIN ngurusi DNA Walisongo Mami RON https,Gojekmilitan Benang Merah KM Syeh Jabir ditusuk Abu janda Staquf Maia sowan ke Jerusalem Kuntadi hina harkat Nyai Lirboyo Paling NKRI alZaitun shidiqiyah Kol hC Corbuzier lebih suka masuk Islam lewat Miftah BRIN ngurusi DNA Walisongo Mami RON https,gojekmilitan benang merah km syeh jabir ditusuk abu janda staquf maia sowan ke jerusalem kuntadi hina harkat nyai lirboyo paling nkri alzaitun shidiqiyah kol hc corbuzier lebih suka masuk islam lewat miftah brin ngurusi dna walisongo mami ron https,"['gojekmilitan', 'benang', 'merah', 'km', 'syeh', 'jabir', 'ditusuk', 'abu', 'janda', 'staquf', 'maia', 'sowan', 'ke', 'jerusalem', 'kuntadi', 'hina', 'harkat', 'nyai', 'lirboyo', 'paling', 'nkri', 'alzaitun', 'shidiqiyah', 'kol', 'hc', 'corbuzier', 'lebih', 'suka', 'masuk', 'islam', 'lewat', 'miftah', 'brin', 'ngurusi', 'dna', 'walisongo', 'mami', 'ron', 'https']","['gojekmilitan', 'benang', 'merah', 'km', 'syeh', 'jabir', 'ditusuk', 'abu', 'janda', 'staquf', 'maia', 'sowan', 'jerusalem', 'kuntadi', 'hina', 'harkat', 'nyai', 'lirboyo', 'nkri', 'alzaitun', 'shidiqiyah', 'kol', 'hc', 'corbuzier', 'suka', 'masuk', 'islam', 'miftah', 'brin', 'ngurusi', 'dna', 'walisongo', 'mami', 'ron', 'https']",gojekmilitan benang merah km syeh jabir tusuk abu janda staquf maia sowan jerusalem kuntadi hina harkat nyai lirboyo nkri alzaitun shidiqiyah kol hc corbuzier suka masuk islam miftah brin ngurusi dna walisongo mami ron https
03.50 WIB #Tol_JORR_W2S HATI-HATI di Veteran KM 18+540 arah Pd Pinang ada perbaikan jalan di lajur 1/kiri., WIB TolJORRWS HATIHATI di Veteran KM  arah Pd Pinang ada perbaikan jalan di lajur kiri, wib toljorrws hatihati di veteran km  arah pd pinang ada perbaikan jalan di lajur kiri,"['wib', 'toljorrws', 'hatihati', 'di', 'veteran', 'km', 'arah', 'pd', 'pinang', 'ada', 'perbaikan', 'jalan', 'di', 'lajur', 'kiri']","['wib', 'toljorrws', 'hatihati', 'veteran', 'km', 'arah', 'pd', 'pinang', 'perbaikan', 'jalan', 'lajur', 'kiri']",wib toljorrws hatihati veteran km arah pd pinang baik jalan lajur kiri
03.50 WIB #Tol_JORR_W2S HATI-HATI di Simpang Susun Ulujami KM 16+800 arah akses keluar Tanah Kusir ada pekerjaan perbaikan Dinding jalan di bahu luar/kiri., WIB TolJORRWS HATIHATI di Simpang Susun Ulujami KM  arah akses keluar Tanah Kusir ada pekerjaan perbaikan Dinding jalan di bahu luarkiri, wib toljorrws hatihati di simpang susun ulujami km  arah akses keluar tanah kusir ada pekerjaan perbaikan dinding jalan di bahu luarkiri,"['wib', 'toljorrws', 'hatihati', 'di', 'simpang', 'susun', 'ulujami', 'km', 'arah', 'akses', 'keluar', 'tanah', 'kusir', 'ada', 'pekerjaan', 'perbaikan', 'dinding', 'jalan', 'di', 'bahu', 'luarkiri']","['wib', 'toljorrws', 'hatihati', 'simpang', 'susun', 'ulujami', 'km', 'arah', 'akses', 'tanah', 'kusir', 'pekerjaan', 'perbaikan', 'dinding', 'jalan', 'bahu', 'luarkiri']",wib toljorrws hatihati simpang susun ulujami km arah akses tanah kusir kerja baik dinding jalan bahu luarkiri
@Dandhy_Laksono Jangan lupa TKP km 50,DandhyLaksono Jangan lupa TKP km ,dandhylaksono jangan lupa tkp km ,"['dandhylaksono', 'jangan', 'lupa', 'tkp', 'km']","['dandhylaksono', 'lupa', 'tkp', 'km']",dandhylaksono lupa tkp km
01.50 WIB #Tol_Japek HATI-HATI di Karawang Timur KM 53 - KM 54 arah Cikampek ada pekerjaan perbaikan jalan di lajur 2-lajur 3/tengah-kanan., WIB TolJapek HATIHATI di Karawang Timur KM   KM  arah Cikampek ada pekerjaan perbaikan jalan di lajur lajur tengahkanan, wib toljapek hatihati di karawang timur km   km  arah cikampek ada pekerjaan perbaikan jalan di lajur lajur tengahkanan,"['wib', 'toljapek', 'hatihati', 'di', 'karawang', 'timur', 'km', 'km', 'arah', 'cikampek', 'ada', 'pekerjaan', 'perbaikan', 'jalan', 'di', 'lajur', 'lajur', 'tengahkanan']","['wib', 'toljapek', 'hatihati', 'karawang', 'timur', 'km', 'km', 'arah', 'cikampek', 'pekerjaan', 'perbaikan', 'jalan', 'lajur', 'lajur', 'tengahkanan']",wib toljapek hatihati karawang timur km km arah cikampek kerja baik jalan lajur lajur tengahkanan
@indokpopreject Learned that the hard way. Buka grindr di pedalaman jawa terdekatnya 50 km wkwk,indokpopreject Learned that the hard way Buka grindr di pedalaman jawa terdekatnya  km wkwk,indokpopreject learned that the hard way buka grindr di pedalaman jawa terdekatnya  km wkwk,"['indokpopreject', 'learned', 'that', 'the', 'hard', 'way', 'buka', 'grindr', 'di', 'pedalaman', 'jawa', 'terdekatnya', 'km', 'wkwk']","['indokpopreject', 'learned', 'that', 'the', 'hard', 'way', 'buka', 'grindr', 'pedalaman', 'jawa', 'terdekatnya', 'km', 'wkwk']",indokpopreject learned that the hard way buka grindr dalam jawa dekat km wkwk
@Jumianto_RK Coba mintain dia pendapat soal km 50!!!,JumiantoRK Coba mintain dia pendapat soal km ,jumiantork coba mintain dia pendapat soal km ,"['jumiantork', 'coba', 'mintain', 'dia', 'pendapat', 'soal', 'km']","['jumiantork', 'coba', 'mintain', 'pendapat', 'km']",jumiantork coba mintain dapat km
@SuluhuSamia Dkt. Samia ameeleza miradi mingine inayoendelea kutekelezwa na Serikali katika Mkoa wa Katavi ni pamoja na ujenzi wa barabara ya Kibaoni - Makutano ya Mlele (km 50) Vikonge - Luhafwe (km 25) Luhafwe - Mishamo (km 37) na Kagwira - Karema (km 1,SuluhuSamia Dkt Samia ameeleza miradi mingine inayoendelea kutekelezwa na Serikali katika Mkoa wa Katavi ni pamoja na ujenzi wa barabara ya Kibaoni  Makutano ya Mlele km  Vikonge  Luhafwe km  Luhafwe  Mishamo km  na Kagwira  Karema km ,suluhusamia dkt samia ameeleza miradi mingine inayoendelea kutekelezwa na serikali katika mkoa wa katavi ni pamoja na ujenzi wa barabara ya kibaoni  makutano ya mlele km  vikonge  luhafwe km  luhafwe  mishamo km  na kagwira  karema km ,"['suluhusamia', 'dkt', 'samia', 'ameeleza', 'miradi', 'mingine', 'inayoendelea', 'kutekelezwa', 'na', 'serikali', 'katika', 'mkoa', 'wa', 'katavi', 'ni', 'pamoja', 'na', 'ujenzi', 'wa', 'barabara', 'ya', 'kibaoni', 'makutano', 'ya', 'mlele', 'km', 'vikonge', 'luhafwe', 'km', 'luhafwe', 'mishamo', 'km', 'na', 'kagwira', 'karema', 'km']","['suluhusamia', 'dkt', 'samia', 'ameeleza', 'miradi', 'mingine', 'inayoendelea', 'kutekelezwa', 'na', 'serikali', 'katika', 'mkoa', 'wa', 'katavi', 'ni', 'pamoja', 'na', 'ujenzi', 'wa', 'barabara', 'ya', 'kibaoni', 'makutano', 'ya', 'mlele', 'km', 'vikonge', 'luhafwe', 'km', 'luhafwe', 'mishamo', 'km', 'na', 'kagwira', 'karema', 'km']",suluhusamia dkt samia ameeleza miradi mingine inayoendelea kutekelezwa na serikali katika mkoa wa katavi ni pamoja na ujenzi wa barabara ya kibaoni makutano ya mlele km vikonge luhafwe km luhafwe mishamo km na kagwira karema km
cape banget gusti jalan 50 km ini mah,cape banget gusti jalan  km ini mah,cape banget gusti jalan  km ini mah,"['cape', 'banget', 'gusti', 'jalan', 'km', 'ini', 'mah']","['cape', 'banget', 'gusti', 'jalan', 'km', 'mah']",cape banget gusti jalan km mah
Mirip kasus km50 Pembantaian di lakukan di rumah gak tau siapa .. Tau tau dah di rumah sakit .. Kasus Sambo jga?????,Mirip kasus km Pembantaian di lakukan di rumah gak tau siapa  Tau tau dah di rumah sakit  Kasus Sambo jga,mirip kasus km pembantaian di lakukan di rumah gak tau siapa  tau tau dah di rumah sakit  kasus sambo jga,"['mirip', 'kasus', 'km', 'pembantaian', 'di', 'lakukan', 'di', 'rumah', 'gak', 'tau', 'siapa', 'tau', 'tau', 'dah', 'di', 'rumah', 'sakit', 'kasus', 'sambo', 'jga']","['km', 'pembantaian', 'lakukan', 'rumah', 'gak', 'tau', 'tau', 'tau', 'dah', 'rumah', 'sakit', 'sambo', 'jga']",km bantai laku rumah gak tau tau tau dah rumah sakit sambo jga
@kevinwolf51114 kloo gt kenapa gak pilihan 2 km dijadiin 1 aja??? trs itu 50 tuh buatt di teknik nyaa kah??? klo kedokteran kayanya minimal nyaa lebih besar yaa... tp rata rata km bgus jg itu cmn mungkin peminat teksip lgi banyak jg kali yaa,kevinwolf kloo gt kenapa gak pilihan  km dijadiin  aja trs itu  tuh buatt di teknik nyaa kah klo kedokteran kayanya minimal nyaa lebih besar yaa tp rata rata km bgus jg itu cmn mungkin peminat teksip lgi banyak jg kali yaa,kevinwolf kloo gt kenapa gak pilihan  km dijadiin  aja trs itu  tuh buatt di teknik nyaa kah klo kedokteran kayanya minimal nyaa lebih besar yaa tp rata rata km bgus jg itu cmn mungkin peminat teksip lgi banyak jg kali yaa,"['kevinwolf', 'kloo', 'gt', 'kenapa', 'gak', 'pilihan', 'km', 'dijadiin', 'aja', 'trs', 'itu', 'tuh', 'buatt', 'di', 'teknik', 'nyaa', 'kah', 'klo', 'kedokteran', 'kayanya', 'minimal', 'nyaa', 'lebih', 'besar', 'yaa', 'tp', 'rata', 'rata', 'km', 'bgus', 'jg', 'itu', 'cmn', 'mungkin', 'peminat', 'teksip', 'lgi', 'banyak', 'jg', 'kali', 'yaa']","['kevinwolf', 'kloo', 'gt', 'gak', 'pilihan', 'km', 'dijadiin', 'aja', 'trs', 'tuh', 'buatt', 'teknik', 'nyaa', 'kah', 'klo', 'kedokteran', 'kayanya', 'minimal', 'nyaa', 'yaa', 'tp', 'km', 'bgus', 'jg', 'cmn', 'peminat', 'teksip', 'lgi', 'jg', 'kali', 'yaa']",kevinwolf kloo gt gak pilih km dijadiin aja trs tuh buatt teknik nyaa kah klo dokter kaya minimal nyaa yaa tp km bgus jg cmn minat teksip lgi jg kali yaa
@AbilovElyo1990 @im_mirzo Vodorod bomba. Bulani tasiri kuchliro bo'sin sib 1 km balandlikda portlatiladi. Shahta 50-100 metr chuqurda bo'ladi. Shahtada portlab ketsa asosiy to'lqinni tuproq yutadi. Atmosferaga tasiri kamayadi. Tuproq radioaktiv izolyator ,AbilovElyo immirzo Vodorod bomba Bulani tasiri kuchliro bosin sib  km balandlikda portlatiladi Shahta  metr chuqurda boladi Shahtada portlab ketsa asosiy tolqinni tuproq yutadi Atmosferaga tasiri kamayadi Tuproq radioaktiv izolyator ,abilovelyo immirzo vodorod bomba bulani tasiri kuchliro bosin sib  km balandlikda portlatiladi shahta  metr chuqurda boladi shahtada portlab ketsa asosiy tolqinni tuproq yutadi atmosferaga tasiri kamayadi tuproq radioaktiv izolyator ,"['abilovelyo', 'immirzo', 'vodorod', 'bomba', 'bulani', 'tasiri', 'kuchliro', 'bosin', 'sib', 'km', 'balandlikda', 'portlatiladi', 'shahta', 'metr', 'chuqurda', 'boladi', 'shahtada', 'portlab', 'ketsa', 'asosiy', 'tolqinni', 'tuproq', 'yutadi', 'atmosferaga', 'tasiri', 'kamayadi', 'tuproq', 'radioaktiv', 'izolyator']","['abilovelyo', 'immirzo', 'vodorod', 'bomba', 'bulani', 'tasiri', 'kuchliro', 'bosin', 'sib', 'km', 'balandlikda', 'portlatiladi', 'shahta', 'metr', 'chuqurda', 'boladi', 'shahtada', 'portlab', 'ketsa', 'asosiy', 'tolqinni', 'tuproq', 'yutadi', 'atmosferaga', 'tasiri', 'kamayadi', 'tuproq', 'radioaktiv', 'izolyator']",abilovelyo immirzo vodorod bomba bulan tasiri kuchliro bosin sib km balandlikda portlatiladi shahta metr chuqurda boladi shahtada portlab ketsa asosiy tolqinni tuproq yutadi atmosferaga tasiri kamayadi tuproq radioaktiv izolyator
@Dandhy_Laksono @B_JoAjaaa No 3 TKP km50 kaga bang ?,DandhyLaksono BJoAjaaa No  TKP km kaga bang ,dandhylaksono bjoajaaa no  tkp km kaga bang ,"['dandhylaksono', 'bjoajaaa', 'no', 'tkp', 'km', 'kaga', 'bang']","['dandhylaksono', 'bjoajaaa', 'no', 'tkp', 'km', 'kaga', 'bang']",dandhylaksono bjoajaaa no tkp km kaga bang
