full_text,cleansing,case_folding,tokenize,Filtering/stopword removal,stemming_data
@lightregulus plis kuy 50 km mah gila si,lightregulus plis kuy  km mah gila si,lightregulus plis kuy  km mah gila si,"['lightregulus', 'plis', 'kuy', 'km', 'mah', 'gila', 'si']","['lightregulus', 'plis', 'kuy', 'km', 'mah', 'gila', 'si']",lightregulus plis kuy km mah gila si
@heechulxteukie Biasa aku beli di eyelovin coba km cari yg min 45-50% water content nya,heechulxteukie Biasa aku beli di eyelovin coba km cari yg min  water content nya,heechulxteukie biasa aku beli di eyelovin coba km cari yg min  water content nya,"['heechulxteukie', 'biasa', 'aku', 'beli', 'di', 'eyelovin', 'coba', 'km', 'cari', 'yg', 'min', 'water', 'content', 'nya']","['heechulxteukie', 'beli', 'eyelovin', 'coba', 'km', 'cari', 'yg', 'min', 'water', 'content', 'nya']",heechulxteukie beli eyelovin coba km cari yg min water content nya
@narkosun Salam waras dari km50,narkosun Salam waras dari km,narkosun salam waras dari km,"['narkosun', 'salam', 'waras', 'dari', 'km']","['narkosun', 'salam', 'waras', 'km']",narkosun salam waras km
@Parveen94133992 @NWRailways @PMOIndia Tehsil bhadra TSD se sirsa SSA Tak 50 km ka rail line ka tukda hai jis k judne se sidha Sadulpur junction se Bathinda junction 70 km distance short ho jayega railway ko Lakho rupees roz ka fayda ho jayega v freight c,Parveen NWRailways PMOIndia Tehsil bhadra TSD se sirsa SSA Tak  km ka rail line ka tukda hai jis k judne se sidha Sadulpur junction se Bathinda junction  km distance short ho jayega railway ko Lakho rupees roz ka fayda ho jayega v freight c,parveen nwrailways pmoindia tehsil bhadra tsd se sirsa ssa tak  km ka rail line ka tukda hai jis k judne se sidha sadulpur junction se bathinda junction  km distance short ho jayega railway ko lakho rupees roz ka fayda ho jayega v freight c,"['parveen', 'nwrailways', 'pmoindia', 'tehsil', 'bhadra', 'tsd', 'se', 'sirsa', 'ssa', 'tak', 'km', 'ka', 'rail', 'line', 'ka', 'tukda', 'hai', 'jis', 'k', 'judne', 'se', 'sidha', 'sadulpur', 'junction', 'se', 'bathinda', 'junction', 'km', 'distance', 'short', 'ho', 'jayega', 'railway', 'ko', 'lakho', 'rupees', 'roz', 'ka', 'fayda', 'ho', 'jayega', 'v', 'freight', 'c']","['parveen', 'nwrailways', 'pmoindia', 'tehsil', 'bhadra', 'tsd', 'sirsa', 'ssa', 'km', 'ka', 'rail', 'line', 'ka', 'tukda', 'hai', 'jis', 'k', 'judne', 'sidha', 'sadulpur', 'junction', 'bathinda', 'junction', 'km', 'distance', 'short', 'ho', 'jayega', 'railway', 'ko', 'lakho', 'rupees', 'roz', 'ka', 'fayda', 'ho', 'jayega', 'v', 'freight', 'c']",parveen nwrailways pmoindia tehsil bhadra tsd sirsa ssa km ka rail line ka tukda hai jis k judne sidha sadulpur junction bathinda junction km distance short ho jayega railway ko lakho rupees roz ka fayda ho jayega v freight c
ini boleh komentar maks 50 nanti aku bagi2 di beberapa series au yaps dan paskib x osis! Buat @komplekju km jadi komplek perumahan aja y ,ini boleh komentar maks  nanti aku bagi di beberapa series au yaps dan paskib x osis Buat komplekju km jadi komplek perumahan aja y ,ini boleh komentar maks  nanti aku bagi di beberapa series au yaps dan paskib x osis buat komplekju km jadi komplek perumahan aja y ,"['ini', 'boleh', 'komentar', 'maks', 'nanti', 'aku', 'bagi', 'di', 'beberapa', 'series', 'au', 'yaps', 'dan', 'paskib', 'x', 'osis', 'buat', 'komplekju', 'km', 'jadi', 'komplek', 'perumahan', 'aja', 'y']","['komentar', 'maks', 'series', 'au', 'yaps', 'paskib', 'x', 'osis', 'komplekju', 'km', 'komplek', 'perumahan', 'aja', 'y']",komentar maks series au yaps paskib x osis komplekju km komplek rumah aja y
@Andria75777 Kasus visa aja di hebohkan lagi... kasus anak ui juga kembali akan di ungkit.... masa korban km 50 ngga diungkit,Andria Kasus visa aja di hebohkan lagi kasus anak ui juga kembali akan di ungkit masa korban km  ngga diungkit,andria kasus visa aja di hebohkan lagi kasus anak ui juga kembali akan di ungkit masa korban km  ngga diungkit,"['andria', 'kasus', 'visa', 'aja', 'di', 'hebohkan', 'lagi', 'kasus', 'anak', 'ui', 'juga', 'kembali', 'akan', 'di', 'ungkit', 'masa', 'korban', 'km', 'ngga', 'diungkit']","['andria', 'visa', 'aja', 'hebohkan', 'anak', 'ui', 'ungkit', 'korban', 'km', 'ngga', 'diungkit']",andria visa aja heboh anak ui ungkit korban km ngga ungkit
: bu total brp ini 3 (beli hiu yg bisa gerak puzzle biota laut&amp, bu total brp ini  beli hiu yg bisa gerak puzzle biota lautamp, bu total brp ini  beli hiu yg bisa gerak puzzle biota lautamp,"['bu', 'total', 'brp', 'ini', 'beli', 'hiu', 'yg', 'bisa', 'gerak', 'puzzle', 'biota', 'lautamp']","['bu', 'total', 'brp', 'beli', 'hiu', 'yg', 'gerak', 'puzzle', 'biota', 'lautamp']",bu total brp beli hiu yg gerak puzzle biota lautamp
#Gempa (UPDATE) Mag:3.6 24-Jun-24 22:14:50 WIB Lok:2.34 LS 120.85 BT (Pusat gempa berada di darat 44 Km Barat Laut Luwu Timur) Kedlmn:5 Km Dirasakan (MMI) III Mangkutana #BMKG https://t.co/I8ycgntNhm,Gempa UPDATE Mag Jun  WIB Lok LS  BT Pusat gempa berada di darat  Km Barat Laut Luwu Timur Kedlmn Km Dirasakan MMI III Mangkutana BMKG ,gempa update mag jun  wib lok ls  bt pusat gempa berada di darat  km barat laut luwu timur kedlmn km dirasakan mmi iii mangkutana bmkg ,"['gempa', 'update', 'mag', 'jun', 'wib', 'lok', 'ls', 'bt', 'pusat', 'gempa', 'berada', 'di', 'darat', 'km', 'barat', 'laut', 'luwu', 'timur', 'kedlmn', 'km', 'dirasakan', 'mmi', 'iii', 'mangkutana', 'bmkg']","['gempa', 'update', 'mag', 'jun', 'wib', 'lok', 'ls', 'bt', 'pusat', 'gempa', 'darat', 'km', 'barat', 'laut', 'luwu', 'timur', 'kedlmn', 'km', 'dirasakan', 'mmi', 'iii', 'mangkutana', 'bmkg']",gempa update mag jun wib lok ls bt pusat gempa darat km barat laut luwu timur kedlmn km rasa mmi iii mangkutana bmkg
#Gempa Dirasakan Magnitudo: 3.6 Kedalaman: 5 km 24 Jun 2024 22:14:50 WIB Koordinat: 2.34 LS-120.85 BT (Pusat gempa berada di darat 44 Km Barat Laut Luwu Timur) #BMKG https://t.co/OiHiTwvX8x,Gempa Dirasakan Magnitudo  Kedalaman  km  Jun   WIB Koordinat  LS BT Pusat gempa berada di darat  Km Barat Laut Luwu Timur BMKG ,gempa dirasakan magnitudo  kedalaman  km  jun   wib koordinat  ls bt pusat gempa berada di darat  km barat laut luwu timur bmkg ,"['gempa', 'dirasakan', 'magnitudo', 'kedalaman', 'km', 'jun', 'wib', 'koordinat', 'ls', 'bt', 'pusat', 'gempa', 'berada', 'di', 'darat', 'km', 'barat', 'laut', 'luwu', 'timur', 'bmkg']","['gempa', 'dirasakan', 'magnitudo', 'kedalaman', 'km', 'jun', 'wib', 'koordinat', 'ls', 'bt', 'pusat', 'gempa', 'darat', 'km', 'barat', 'laut', 'luwu', 'timur', 'bmkg']",gempa rasa magnitudo dalam km jun wib koordinat ls bt pusat gempa darat km barat laut luwu timur bmkg
@upilabuabu mirip bgt sm km om kop sekop sekop,upilabuabu mirip bgt sm km om kop sekop sekop,upilabuabu mirip bgt sm km om kop sekop sekop,"['upilabuabu', 'mirip', 'bgt', 'sm', 'km', 'om', 'kop', 'sekop', 'sekop']","['upilabuabu', 'bgt', 'sm', 'km', 'om', 'kop', 'sekop', 'sekop']",upilabuabu bgt sm km om kop sekop sekop
@nkhnzaa @IcaPacarAku Kl smwa terlaksana aku yakin km pasti mau pasang 50.000 kan untuk irsad?,nkhnzaa IcaPacarAku Kl smwa terlaksana aku yakin km pasti mau pasang  kan untuk irsad,nkhnzaa icapacaraku kl smwa terlaksana aku yakin km pasti mau pasang  kan untuk irsad,"['nkhnzaa', 'icapacaraku', 'kl', 'smwa', 'terlaksana', 'aku', 'yakin', 'km', 'pasti', 'mau', 'pasang', 'kan', 'untuk', 'irsad']","['nkhnzaa', 'icapacaraku', 'kl', 'smwa', 'terlaksana', 'km', 'pasang', 'irsad']",nkhnzaa icapacaraku kl smwa laksana km pasang irsad
Terjadi #GempaBumi 3.6SR di 50 km BaratLaut LUWUTIMUR-SULSEL.kedlmn 10.0Km Zona:KRB Gempabumi Tinggi Cek Analisis Geologi Gempabumi Signifikan https://t.co/jmZKmuQVQq Dibuat Secara Otomatis oleh #PVMBG #BadanGeologi Parameter gempa: BMKG https://t.co/SrU8f1lhqR,Terjadi GempaBumi SR di  km BaratLaut LUWUTIMURSULSELkedlmn Km ZonaKRB Gempabumi Tinggi Cek Analisis Geologi Gempabumi Signifikan  Dibuat Secara Otomatis oleh PVMBG BadanGeologi Parameter gempa BMKG ,terjadi gempabumi sr di  km baratlaut luwutimursulselkedlmn km zonakrb gempabumi tinggi cek analisis geologi gempabumi signifikan  dibuat secara otomatis oleh pvmbg badangeologi parameter gempa bmkg ,"['terjadi', 'gempabumi', 'sr', 'di', 'km', 'baratlaut', 'luwutimursulselkedlmn', 'km', 'zonakrb', 'gempabumi', 'tinggi', 'cek', 'analisis', 'geologi', 'gempabumi', 'signifikan', 'dibuat', 'secara', 'otomatis', 'oleh', 'pvmbg', 'badangeologi', 'parameter', 'gempa', 'bmkg']","['gempabumi', 'sr', 'km', 'baratlaut', 'luwutimursulselkedlmn', 'km', 'zonakrb', 'gempabumi', 'cek', 'analisis', 'geologi', 'gempabumi', 'signifikan', 'otomatis', 'pvmbg', 'badangeologi', 'parameter', 'gempa', 'bmkg']",gempabumi sr km baratlaut luwutimursulselkedlmn km zonakrb gempabumi cek analisis geologi gempabumi signifikan otomatis pvmbg badangeologi parameter gempa bmkg
#Gempa Mag:3.6 24-Jun-2024 22:14:51WIB Lok:2.25LS 120.86BT (50 km BaratLaut LUWUTIMUR-SULSEL) Kedlmn:10 Km #BMKG Disclaimer:Informasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/YbW3LeK7en,Gempa Mag Jun WIB LokLS BT  km BaratLaut LUWUTIMURSULSEL Kedlmn Km BMKG DisclaimerInformasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data ,gempa mag jun wib lokls bt  km baratlaut luwutimursulsel kedlmn km bmkg disclaimerinformasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data ,"['gempa', 'mag', 'jun', 'wib', 'lokls', 'bt', 'km', 'baratlaut', 'luwutimursulsel', 'kedlmn', 'km', 'bmkg', 'disclaimerinformasi', 'ini', 'mengutamakan', 'kecepatan', 'sehingga', 'hasil', 'pengolahan', 'data', 'belum', 'stabil', 'dan', 'bisa', 'berubah', 'seiring', 'kelengkapan', 'data']","['gempa', 'mag', 'jun', 'wib', 'lokls', 'bt', 'km', 'baratlaut', 'luwutimursulsel', 'kedlmn', 'km', 'bmkg', 'disclaimerinformasi', 'mengutamakan', 'kecepatan', 'hasil', 'pengolahan', 'data', 'stabil', 'berubah', 'seiring', 'kelengkapan', 'data']",gempa mag jun wib lokls bt km baratlaut luwutimursulsel kedlmn km bmkg disclaimerinformasi utama cepat hasil olah data stabil ubah iring lengkap data
@OposisiCerdas Ngelesnya mirip - mirip dikasus KM - 50.,OposisiCerdas Ngelesnya mirip  mirip dikasus KM  ,oposisicerdas ngelesnya mirip  mirip dikasus km  ,"['oposisicerdas', 'ngelesnya', 'mirip', 'mirip', 'dikasus', 'km']","['oposisicerdas', 'ngelesnya', 'dikasus', 'km']",oposisicerdas ngelesnya kasus km
Aamiin...ya Allah...aamiiin.,Aamiinya Allahaamiiin,aamiinya allahaamiiin,"['aamiinya', 'allahaamiiin']","['aamiinya', 'allahaamiiin']",aamiinya allahaamiiin
@harahap74 @abu_waras @PKSejahtera Payah!,harahap abuwaras PKSejahtera Payah,harahap abuwaras pksejahtera payah,"['harahap', 'abuwaras', 'pksejahtera', 'payah']","['harahap', 'abuwaras', 'pksejahtera', 'payah']",harahap abuwaras pksejahtera payah
@Karinbahary2 @are_inismyname @jokowi @prabowo @Ndons_Back @Bank_Joee_ @bengkeldodo @99propaganda @florieliciouss @Kimberley_PS08 @IrawanRommi @MIrvanDarwin1 @DarekaRendy @BANGSAygSUJUD Maju ke muke dia keknya.,Karinbahary areinismyname jokowi prabowo NdonsBack BankJoee bengkeldodo propaganda florieliciouss KimberleyPS IrawanRommi MIrvanDarwin DarekaRendy BANGSAygSUJUD Maju ke muke dia keknya,karinbahary areinismyname jokowi prabowo ndonsback bankjoee bengkeldodo propaganda florieliciouss kimberleyps irawanrommi mirvandarwin darekarendy bangsaygsujud maju ke muke dia keknya,"['karinbahary', 'areinismyname', 'jokowi', 'prabowo', 'ndonsback', 'bankjoee', 'bengkeldodo', 'propaganda', 'florieliciouss', 'kimberleyps', 'irawanrommi', 'mirvandarwin', 'darekarendy', 'bangsaygsujud', 'maju', 'ke', 'muke', 'dia', 'keknya']","['karinbahary', 'areinismyname', 'jokowi', 'prabowo', 'ndonsback', 'bankjoee', 'bengkeldodo', 'propaganda', 'florieliciouss', 'kimberleyps', 'irawanrommi', 'mirvandarwin', 'darekarendy', 'bangsaygsujud', 'maju', 'muke', 'keknya']",karinbahary areinismyname jokowi prabowo ndonsback bankjoee bengkeldodo propaganda florieliciouss kimberleyps irawanrommi mirvandarwin darekarendy bangsaygsujud maju muke kek
UPAYA MENUTUPI ULAH BEJAD SADIS BIADAB DARI ANAK BUAH? MENCONTEK KASUS PEMBANTAIAN KM 50 CIKAMPEK DAN KASUS PEMBANTAIAN DI KANJURUHAN MALANG?,UPAYA MENUTUPI ULAH BEJAD SADIS BIADAB DARI ANAK BUAH MENCONTEK KASUS PEMBANTAIAN KM  CIKAMPEK DAN KASUS PEMBANTAIAN DI KANJURUHAN MALANG,upaya menutupi ulah bejad sadis biadab dari anak buah mencontek kasus pembantaian km  cikampek dan kasus pembantaian di kanjuruhan malang,"['upaya', 'menutupi', 'ulah', 'bejad', 'sadis', 'biadab', 'dari', 'anak', 'buah', 'mencontek', 'kasus', 'pembantaian', 'km', 'cikampek', 'dan', 'kasus', 'pembantaian', 'di', 'kanjuruhan', 'malang']","['upaya', 'menutupi', 'ulah', 'bejad', 'sadis', 'biadab', 'anak', 'buah', 'mencontek', 'pembantaian', 'km', 'cikampek', 'pembantaian', 'kanjuruhan', 'malang']",upaya tutup ulah bejad sadis biadab anak buah contek bantai km cikampek bantai kanjuruhan malang
@Tan_Mar3M Kadang kepikir spt itu.... Tragedi pengawal IBHRS di KM50 aja..SENYAP.,TanMarM Kadang kepikir spt itu Tragedi pengawal IBHRS di KM ajaSENYAP,tanmarm kadang kepikir spt itu tragedi pengawal ibhrs di km ajasenyap,"['tanmarm', 'kadang', 'kepikir', 'spt', 'itu', 'tragedi', 'pengawal', 'ibhrs', 'di', 'km', 'ajasenyap']","['tanmarm', 'kadang', 'kepikir', 'spt', 'tragedi', 'pengawal', 'ibhrs', 'km', 'ajasenyap']",tanmarm kadang pikir spt tragedi awal ibhrs km ajasenyap
Bagaimana dengan km50....,Bagaimana dengan km,bagaimana dengan km,"['bagaimana', 'dengan', 'km']",['km'],km
LangkahÂ² awal janji IBHRS untuk keliling pondok majelis dan temu para habaib dan ulama untuk menyatukan kekuatan demi MEMBONGKAR AKSI JAHAT BIN BIADAB PEMBANTAIAN KM 50 mari bersatu dalam gerbong ini,Langkah awal janji IBHRS untuk keliling pondok majelis dan temu para habaib dan ulama untuk menyatukan kekuatan demi MEMBONGKAR AKSI JAHAT BIN BIADAB PEMBANTAIAN KM  mari bersatu dalam gerbong ini,langkah awal janji ibhrs untuk keliling pondok majelis dan temu para habaib dan ulama untuk menyatukan kekuatan demi membongkar aksi jahat bin biadab pembantaian km  mari bersatu dalam gerbong ini,"['langkah', 'awal', 'janji', 'ibhrs', 'untuk', 'keliling', 'pondok', 'majelis', 'dan', 'temu', 'para', 'habaib', 'dan', 'ulama', 'untuk', 'menyatukan', 'kekuatan', 'demi', 'membongkar', 'aksi', 'jahat', 'bin', 'biadab', 'pembantaian', 'km', 'mari', 'bersatu', 'dalam', 'gerbong', 'ini']","['langkah', 'janji', 'ibhrs', 'keliling', 'pondok', 'majelis', 'temu', 'habaib', 'ulama', 'menyatukan', 'kekuatan', 'membongkar', 'aksi', 'jahat', 'bin', 'biadab', 'pembantaian', 'km', 'mari', 'bersatu', 'gerbong']",langkah janji ibhrs keliling pondok majelis temu habaib ulama satu kuat bongkar aksi jahat bin biadab bantai km mari satu gerbong
@louicyca 50% akuu km banding lg gaak ca,louicyca  akuu km banding lg gaak ca,louicyca  akuu km banding lg gaak ca,"['louicyca', 'akuu', 'km', 'banding', 'lg', 'gaak', 'ca']","['louicyca', 'akuu', 'km', 'banding', 'lg', 'gaak', 'ca']",louicyca akuu km banding lg gaak ca
Kami Muslim. Ingat terus #6SyuhadaFPI Menolak lupa Tragedi #KM50 https://t.co/wMpeoBPdGG,Kami Muslim Ingat terus SyuhadaFPI Menolak lupa Tragedi KM ,kami muslim ingat terus syuhadafpi menolak lupa tragedi km ,"['kami', 'muslim', 'ingat', 'terus', 'syuhadafpi', 'menolak', 'lupa', 'tragedi', 'km']","['muslim', 'syuhadafpi', 'menolak', 'lupa', 'tragedi', 'km']",muslim syuhadafpi tolak lupa tragedi km
Tarikh : 24/06/2024 Masa : 0900H - 1100H Lokasi : KM 39.20 EB - KM 39.50 EB Penutupan lorong FL untuk kerja-kerja install Y-Shape. @llmtrafik,Tarikh   Masa  H  H Lokasi  KM  EB  KM  EB Penutupan lorong FL untuk kerjakerja install YShape llmtrafik,tarikh   masa  h  h lokasi  km  eb  km  eb penutupan lorong fl untuk kerjakerja install yshape llmtrafik,"['tarikh', 'masa', 'h', 'h', 'lokasi', 'km', 'eb', 'km', 'eb', 'penutupan', 'lorong', 'fl', 'untuk', 'kerjakerja', 'install', 'yshape', 'llmtrafik']","['tarikh', 'h', 'h', 'lokasi', 'km', 'eb', 'km', 'eb', 'penutupan', 'lorong', 'fl', 'kerjakerja', 'install', 'yshape', 'llmtrafik']",tarikh h h lokasi km eb km eb tutup lorong fl kerjakerja install yshape llmtrafik
08.50 #LalinSonora Tol JORRW2S KM 2 Bintaro arah Ulujami padat merayap. @PTJASAMARGA https://t.co/H1hJpVzX83, LalinSonora Tol JORRWS KM  Bintaro arah Ulujami padat merayap PTJASAMARGA , lalinsonora tol jorrws km  bintaro arah ulujami padat merayap ptjasamarga ,"['lalinsonora', 'tol', 'jorrws', 'km', 'bintaro', 'arah', 'ulujami', 'padat', 'merayap', 'ptjasamarga']","['lalinsonora', 'tol', 'jorrws', 'km', 'bintaro', 'arah', 'ulujami', 'padat', 'merayap', 'ptjasamarga']",lalinsonora tol jorrws km bintaro arah ulujami padat rayap ptjasamarga
Wkwk ada saksi dibungkam ada bukti dihapus apa itu? Ya KM50,Wkwk ada saksi dibungkam ada bukti dihapus apa itu Ya KM,wkwk ada saksi dibungkam ada bukti dihapus apa itu ya km,"['wkwk', 'ada', 'saksi', 'dibungkam', 'ada', 'bukti', 'dihapus', 'apa', 'itu', 'ya', 'km']","['wkwk', 'saksi', 'dibungkam', 'bukti', 'dihapus', 'ya', 'km']",wkwk saksi bungkam bukti hapus ya km
@Tan_Mar3M Diurut saja dari Duren 3 KM50 Vina Alif.... Makin jauh dari pelupuk istana dianggap makin gak ngaruh,TanMarM Diurut saja dari Duren  KM Vina Alif Makin jauh dari pelupuk istana dianggap makin gak ngaruh,tanmarm diurut saja dari duren  km vina alif makin jauh dari pelupuk istana dianggap makin gak ngaruh,"['tanmarm', 'diurut', 'saja', 'dari', 'duren', 'km', 'vina', 'alif', 'makin', 'jauh', 'dari', 'pelupuk', 'istana', 'dianggap', 'makin', 'gak', 'ngaruh']","['tanmarm', 'diurut', 'duren', 'km', 'vina', 'alif', 'pelupuk', 'istana', 'dianggap', 'gak', 'ngaruh']",tanmarm urut duren km vina alif pelupuk istana anggap gak ngaruh
@geloraco Rest area km50 yg gede aja bisa di hilangkan apalagi ini,geloraco Rest area km yg gede aja bisa di hilangkan apalagi ini,geloraco rest area km yg gede aja bisa di hilangkan apalagi ini,"['geloraco', 'rest', 'area', 'km', 'yg', 'gede', 'aja', 'bisa', 'di', 'hilangkan', 'apalagi', 'ini']","['geloraco', 'rest', 'area', 'km', 'yg', 'gede', 'aja', 'hilangkan']",geloraco rest area km yg gede aja hilang
@warisnalwada Punjab Area-50 362 sq km Population-3.1 crores UP Area-243 286Â kmÂ² Population-24.14 crores Nikal bsdk,warisnalwada Punjab Area  sq km Population crores UP Area  km Population crores Nikal bsdk,warisnalwada punjab area  sq km population crores up area  km population crores nikal bsdk,"['warisnalwada', 'punjab', 'area', 'sq', 'km', 'population', 'crores', 'up', 'area', 'km', 'population', 'crores', 'nikal', 'bsdk']","['warisnalwada', 'punjab', 'area', 'sq', 'km', 'population', 'crores', 'up', 'area', 'km', 'population', 'crores', 'nikal', 'bsdk']",warisnalwada punjab area sq km population crores up area km population crores nikal bsdk
Di Jual ! Ex. Pabrik Sablon Yang Berlokasi Di Klari Karawang Timur - Jawa Barat (Jarak Tol 8 Km) *Price* 50.000.000.000 (Nego) *Spesifikasi* Luas Tanah : 12.000 M2 Luas Bangunan : 8.000 M2 Izin : AMDAL B3 Status : SHGB 2015 s/d 2035 https://t.co/CvTb45SLum,Di Jual  Ex Pabrik Sablon Yang Berlokasi Di Klari Karawang Timur  Jawa Barat Jarak Tol  Km Price  Nego Spesifikasi Luas Tanah   M Luas Bangunan   M Izin  AMDAL B Status  SHGB  sd  ,di jual  ex pabrik sablon yang berlokasi di klari karawang timur  jawa barat jarak tol  km price  nego spesifikasi luas tanah   m luas bangunan   m izin  amdal b status  shgb  sd  ,"['di', 'jual', 'ex', 'pabrik', 'sablon', 'yang', 'berlokasi', 'di', 'klari', 'karawang', 'timur', 'jawa', 'barat', 'jarak', 'tol', 'km', 'price', 'nego', 'spesifikasi', 'luas', 'tanah', 'm', 'luas', 'bangunan', 'm', 'izin', 'amdal', 'b', 'status', 'shgb', 'sd']","['jual', 'ex', 'pabrik', 'sablon', 'berlokasi', 'klari', 'karawang', 'timur', 'jawa', 'barat', 'jarak', 'tol', 'km', 'price', 'nego', 'spesifikasi', 'luas', 'tanah', 'm', 'luas', 'bangunan', 'm', 'izin', 'amdal', 'b', 'status', 'shgb', 'sd']",jual ex pabrik sablon lokasi klari karawang timur jawa barat jarak tol km price nego spesifikasi luas tanah m luas bangun m izin amdal b status shgb sd
@geloraco KM 50 yg ada buktinya aja dihancurkan hmmm,geloraco KM  yg ada buktinya aja dihancurkan hmmm,geloraco km  yg ada buktinya aja dihancurkan hmmm,"['geloraco', 'km', 'yg', 'ada', 'buktinya', 'aja', 'dihancurkan', 'hmmm']","['geloraco', 'km', 'yg', 'buktinya', 'aja', 'dihancurkan', 'hmmm']",geloraco km yg bukti aja hancur hmmm
